FIPS,Geographic Area Name,Gini Index
04009,"Graham County, Arizona",0.409
21203,"Rockcastle County, Kentucky",0.503
47007,"Bledsoe County, Tennessee",0.393
48063,"Camp County, Texas",0.436
06029,"Kern County, California",0.452
39111,"Monroe County, Ohio",0.405
53035,"Kitsap County, Washington",0.416
48469,"Victoria County, Texas",0.447
19193,"Woodbury County, Iowa",0.422
21037,"Campbell County, Kentucky",0.441
36003,"Allegany County, New York",0.422
19057,"Des Moines County, Iowa",0.43
51127,"New Kent County, Virginia",0.394
19027,"Carroll County, Iowa",0.424
12021,"Collier County, Florida",0.522
01087,"Macon County, Alabama",0.483
55069,"Lincoln County, Wisconsin",0.387
56045,"Weston County, Wyoming",0.391
47131,"Obion County, Tennessee",0.444
21027,"Breckinridge County, Kentucky",0.419
29161,"Phelps County, Missouri",0.465
31115,"Loup County, Nebraska",0.392
32029,"Storey County, Nevada",0.349
13229,"Pierce County, Georgia",0.427
21193,"Perry County, Kentucky",0.539
21195,"Pike County, Kentucky",0.466
26025,"Calhoun County, Michigan",0.434
40011,"Blaine County, Oklahoma",0.451
38063,"Nelson County, North Dakota",0.442
08047,"Gilpin County, Colorado",0.39
13307,"Webster County, Georgia",0.471
47023,"Chester County, Tennessee",0.396
27111,"Otter Tail County, Minnesota",0.417
39163,"Vinton County, Ohio",0.414
06071,"San Bernardino County, California",0.422
40083,"Logan County, Oklahoma",0.47
31019,"Buffalo County, Nebraska",0.42
18057,"Hamilton County, Indiana",0.423
17179,"Tazewell County, Illinois",0.4
19115,"Louisa County, Iowa",0.356
27157,"Wabasha County, Minnesota",0.416
39171,"Williams County, Ohio",0.387
01073,"Jefferson County, Alabama",0.492
06095,"Solano County, California",0.404
22051,"Jefferson Parish, Louisiana",0.458
13003,"Atkinson County, Georgia",0.447
40087,"McClain County, Oklahoma",0.391
13055,"Chattooga County, Georgia",0.4
16087,"Washington County, Idaho",0.443
17095,"Knox County, Illinois",0.433
17051,"Fayette County, Illinois",0.435
15003,"Honolulu County, Hawaii",0.422
19031,"Cedar County, Iowa",0.352
21115,"Johnson County, Kentucky",0.503
26077,"Kalamazoo County, Michigan",0.466
53059,"Skamania County, Washington",0.413
54001,"Barbour County, West Virginia",0.452
13093,"Dooly County, Georgia",0.48
05085,"Lonoke County, Arkansas",0.391
48303,"Lubbock County, Texas",0.48
47083,"Houston County, Tennessee",0.449
21083,"Graves County, Kentucky",0.464
28115,"Pontotoc County, Mississippi",0.436
30029,"Flathead County, Montana",0.436
35041,"Roosevelt County, New Mexico",0.437
13293,"Upson County, Georgia",0.411
26155,"Shiawassee County, Michigan",0.403
34015,"Gloucester County, New Jersey",0.399
17039,"De Witt County, Illinois",0.413
39059,"Guernsey County, Ohio",0.417
54061,"Monongalia County, West Virginia",0.517
13287,"Turner County, Georgia",0.462
46125,"Turner County, South Dakota",0.393
13077,"Coweta County, Georgia",0.388
55013,"Burnett County, Wisconsin",0.435
45085,"Sumter County, South Carolina",0.435
31167,"Stanton County, Nebraska",0.397
13221,"Oglethorpe County, Georgia",0.427
28039,"George County, Mississippi",0.4
31017,"Brown County, Nebraska",0.443
28117,"Prentiss County, Mississippi",0.462
51021,"Bland County, Virginia",0.39
21017,"Bourbon County, Kentucky",0.433
26013,"Baraga County, Michigan",0.409
29127,"Marion County, Missouri",0.435
08121,"Washington County, Colorado",0.425
37053,"Currituck County, North Carolina",0.399
30043,"Jefferson County, Montana",0.397
36005,"Bronx County, New York",0.482
16021,"Boundary County, Idaho",0.426
20137,"Norton County, Kansas",0.401
22099,"St. Martin Parish, Louisiana",0.456
13135,"Gwinnett County, Georgia",0.408
01119,"Sumter County, Alabama",0.512
47159,"Smith County, Tennessee",0.445
24041,"Talbot County, Maryland",0.469
34035,"Somerset County, New Jersey",0.445
29051,"Cole County, Missouri",0.405
21213,"Simpson County, Kentucky",0.411
37165,"Scotland County, North Carolina",0.491
72054,"Florida Municipio, Puerto Rico",0.483
37183,"Wake County, North Carolina",0.439
24039,"Somerset County, Maryland",0.432
37043,"Clay County, North Carolina",0.451
53063,"Spokane County, Washington",0.443
29129,"Mercer County, Missouri",0.415
27047,"Freeborn County, Minnesota",0.422
40111,"Okmulgee County, Oklahoma",0.422
30047,"Lake County, Montana",0.43
42061,"Huntingdon County, Pennsylvania",0.417
46135,"Yankton County, South Dakota",0.458
72069,"Humacao Municipio, Puerto Rico",0.516
23025,"Somerset County, Maine",0.443
46107,"Potter County, South Dakota",0.426
37041,"Chowan County, North Carolina",0.476
51019,"Bedford County, Virginia",0.425
31055,"Douglas County, Nebraska",0.461
51141,"Patrick County, Virginia",0.391
13107,"Emanuel County, Georgia",0.464
26131,"Ontonagon County, Michigan",0.409
38013,"Burke County, North Dakota",0.461
13111,"Fannin County, Georgia",0.439
29001,"Adair County, Missouri",0.479
13313,"Whitfield County, Georgia",0.448
40059,"Harper County, Oklahoma",0.422
45035,"Dorchester County, South Carolina",0.395
29019,"Boone County, Missouri",0.466
40073,"Kingfisher County, Oklahoma",0.405
30001,"Beaverhead County, Montana",0.434
32009,"Esmeralda County, Nevada",0.526
48091,"Comal County, Texas",0.439
08053,"Hinsdale County, Colorado",0.391
29209,"Stone County, Missouri",0.423
05053,"Grant County, Arkansas",0.377
49021,"Iron County, Utah",0.391
20175,"Seward County, Kansas",0.412
48163,"Frio County, Texas",0.436
39157,"Tuscarawas County, Ohio",0.402
17133,"Monroe County, Illinois",0.386
40143,"Tulsa County, Oklahoma",0.478
48051,"Burleson County, Texas",0.409
05083,"Logan County, Arkansas",0.427
27167,"Wilkin County, Minnesota",0.375
31053,"Dodge County, Nebraska",0.409
08085,"Montrose County, Colorado",0.417
09007,"Middlesex County, Connecticut",0.419
01003,"Baldwin County, Alabama",0.439
04017,"Navajo County, Arizona",0.441
45079,"Richland County, South Carolina",0.462
51187,"Warren County, Virginia",0.426
34011,"Cumberland County, New Jersey",0.433
08045,"Garfield County, Colorado",0.388
25017,"Middlesex County, Massachusetts",0.461
48059,"Callahan County, Texas",0.423
28075,"Lauderdale County, Mississippi",0.492
01037,"Coosa County, Alabama",0.443
20109,"Logan County, Kansas",0.431
49047,"Uintah County, Utah",0.399
41043,"Linn County, Oregon",0.405
55139,"Winnebago County, Wisconsin",0.429
05079,"Lincoln County, Arkansas",0.483
20017,"Chase County, Kansas",0.414
55057,"Juneau County, Wisconsin",0.406
02090,"Fairbanks North Star Borough, Alaska",0.404
72105,"Naranjito Municipio, Puerto Rico",0.482
01063,"Greene County, Alabama",0.484
19173,"Taylor County, Iowa",0.422
13241,"Rabun County, Georgia",0.483
40015,"Caddo County, Oklahoma",0.419
48289,"Leon County, Texas",0.454
51159,"Richmond County, Virginia",0.445
20107,"Linn County, Kansas",0.39
55055,"Jefferson County, Wisconsin",0.388
30097,"Sweet Grass County, Montana",0.415
48449,"Titus County, Texas",0.418
37163,"Sampson County, North Carolina",0.457
36011,"Cayuga County, New York",0.403
26033,"Chippewa County, Michigan",0.451
30039,"Granite County, Montana",0.453
48065,"Carson County, Texas",0.385
48385,"Real County, Texas",0.402
55141,"Wood County, Wisconsin",0.405
72109,"Patillas Municipio, Puerto Rico",0.5
22091,"St. Helena Parish, Louisiana",0.475
51089,"Henry County, Virginia",0.433
20111,"Lyon County, Kansas",0.425
26111,"Midland County, Michigan",0.463
42005,"Armstrong County, Pennsylvania",0.404
13219,"Oconee County, Georgia",0.44
35023,"Hidalgo County, New Mexico",0.436
28063,"Jefferson County, Mississippi",0.499
22061,"Lincoln Parish, Louisiana",0.523
55125,"Vilas County, Wisconsin",0.443
02013,"Aleutians East Borough, Alaska",0.399
54085,"Ritchie County, West Virginia",0.453
38101,"Ward County, North Dakota",0.417
40043,"Dewey County, Oklahoma",0.454
31025,"Cass County, Nebraska",0.367
37177,"Tyrrell County, North Carolina",0.432
72141,"Utuado Municipio, Puerto Rico",0.519
12097,"Osceola County, Florida",0.401
02122,"Kenai Peninsula Borough, Alaska",0.42
26133,"Osceola County, Michigan",0.394
37055,"Dare County, North Carolina",0.417
72103,"Naguabo Municipio, Puerto Rico",0.498
42023,"Cameron County, Pennsylvania",0.378
48023,"Baylor County, Texas",0.515
55081,"Monroe County, Wisconsin",0.404
18163,"Vanderburgh County, Indiana",0.455
13247,"Rockdale County, Georgia",0.404
47115,"Marion County, Tennessee",0.455
37039,"Cherokee County, North Carolina",0.44
05087,"Madison County, Arkansas",0.446
19071,"Fremont County, Iowa",0.405
42079,"Luzerne County, Pennsylvania",0.444
42089,"Monroe County, Pennsylvania",0.4
08057,"Jackson County, Colorado",0.445
45015,"Berkeley County, South Carolina",0.405
29023,"Butler County, Missouri",0.453
49033,"Rich County, Utah",0.419
42025,"Carbon County, Pennsylvania",0.388
29169,"Pulaski County, Missouri",0.386
37105,"Lee County, North Carolina",0.419
72063,"Gurabo Municipio, Puerto Rico",0.482
23009,"Hancock County, Maine",0.437
48147,"Fannin County, Texas",0.417
42105,"Potter County, Pennsylvania",0.426
39077,"Huron County, Ohio",0.399
50019,"Orleans County, Vermont",0.419
47129,"Morgan County, Tennessee",0.438
01121,"Talladega County, Alabama",0.44
13035,"Butts County, Georgia",0.391
47121,"Meigs County, Tennessee",0.445
51750,"Radford city, Virginia",0.483
21125,"Laurel County, Kentucky",0.471
21233,"Webster County, Kentucky",0.417
15001,"Hawaii County, Hawaii",0.458
56027,"Niobrara County, Wyoming",0.412
42007,"Beaver County, Pennsylvania",0.418
33005,"Cheshire County, New Hampshire",0.424
28015,"Carroll County, Mississippi",0.476
20139,"Osage County, Kansas",0.393
39025,"Clermont County, Ohio",0.419
39159,"Union County, Ohio",0.381
46011,"Brookings County, South Dakota",0.425
51137,"Orange County, Virginia",0.396
54087,"Roane County, West Virginia",0.424
21093,"Hardin County, Kentucky",0.41
47105,"Loudon County, Tennessee",0.453
38047,"Logan County, North Dakota",0.433
51027,"Buchanan County, Virginia",0.454
05039,"Dallas County, Arkansas",0.462
21237,"Wolfe County, Kentucky",0.474
24033,"Prince George's County, Maryland",0.38
18041,"Fayette County, Indiana",0.423
72067,"Hormigueros Municipio, Puerto Rico",0.429
36015,"Chemung County, New York",0.443
48061,"Cameron County, Texas",0.492
26101,"Manistee County, Michigan",0.421
13279,"Toombs County, Georgia",0.479
37103,"Jones County, North Carolina",0.411
55007,"Bayfield County, Wisconsin",0.406
31067,"Gage County, Nebraska",0.396
36047,"Kings County, New York",0.499
13277,"Tift County, Georgia",0.449
34041,"Warren County, New Jersey",0.404
08014,"Broomfield County, Colorado",0.403
48135,"Ector County, Texas",0.473
19165,"Shelby County, Iowa",0.399
30073,"Pondera County, Montana",0.45
40007,"Beaver County, Oklahoma",0.411
48407,"San Jacinto County, Texas",0.44
18053,"Grant County, Indiana",0.425
45055,"Kershaw County, South Carolina",0.43
48343,"Morris County, Texas",0.444
48171,"Gillespie County, Texas",0.436
47165,"Sumner County, Tennessee",0.418
28083,"Leflore County, Mississippi",0.527
05077,"Lee County, Arkansas",0.431
51770,"Roanoke city, Virginia",0.459
13301,"Warren County, Georgia",0.468
42115,"Susquehanna County, Pennsylvania",0.405
16053,"Jerome County, Idaho",0.389
19059,"Dickinson County, Iowa",0.423
18001,"Adams County, Indiana",0.38
72033,"Cataño Municipio, Puerto Rico",0.563
13175,"Laurens County, Georgia",0.468
05021,"Clay County, Arkansas",0.488
20135,"Ness County, Kansas",0.429
48195,"Hansford County, Texas",0.389
32019,"Lyon County, Nevada",0.395
42039,"Crawford County, Pennsylvania",0.426
35031,"McKinley County, New Mexico",0.472
36077,"Otsego County, New York",0.431
13155,"Irwin County, Georgia",0.436
46003,"Aurora County, South Dakota",0.405
28059,"Jackson County, Mississippi",0.441
49051,"Wasatch County, Utah",0.413
28001,"Adams County, Mississippi",0.525
41003,"Benton County, Oregon",0.472
35051,"Sierra County, New Mexico",0.467
51195,"Wise County, Virginia",0.437
46103,"Pennington County, South Dakota",0.454
29017,"Bollinger County, Missouri",0.442
35006,"Cibola County, New Mexico",0.427
51520,"Bristol city, Virginia",0.472
54101,"Webster County, West Virginia",0.44
28019,"Choctaw County, Mississippi",0.434
13099,"Early County, Georgia",0.478
28155,"Webster County, Mississippi",0.451
42101,"Philadelphia County, Pennsylvania",0.494
46041,"Dewey County, South Dakota",0.491
16071,"Oneida County, Idaho",0.374
16019,"Bonneville County, Idaho",0.424
21179,"Nelson County, Kentucky",0.407
36083,"Rensselaer County, New York",0.412
54003,"Berkeley County, West Virginia",0.409
49057,"Weber County, Utah",0.394
56031,"Platte County, Wyoming",0.406
06059,"Orange County, California",0.455
13085,"Dawson County, Georgia",0.421
19171,"Tama County, Iowa",0.403
48085,"Collin County, Texas",0.424
20191,"Sumner County, Kansas",0.403
25001,"Barnstable County, Massachusetts",0.443
55041,"Forest County, Wisconsin",0.435
31119,"Madison County, Nebraska",0.42
21073,"Franklin County, Kentucky",0.442
48361,"Orange County, Texas",0.432
20037,"Crawford County, Kansas",0.46
46077,"Kingsbury County, South Dakota",0.401
08019,"Clear Creek County, Colorado",0.426
01023,"Choctaw County, Alabama",0.457
13101,"Echols County, Georgia",0.383
08119,"Teller County, Colorado",0.365
16013,"Blaine County, Idaho",0.431
01089,"Madison County, Alabama",0.454
19159,"Ringgold County, Iowa",0.403
20089,"Jewell County, Kansas",0.436
42123,"Warren County, Pennsylvania",0.407
30009,"Carbon County, Montana",0.419
11001,"District of Columbia, District of Columbia",0.535
12095,"Orange County, Florida",0.456
21009,"Barren County, Kentucky",0.455
27035,"Crow Wing County, Minnesota",0.42
37063,"Durham County, North Carolina",0.457
17069,"Hardin County, Illinois",0.452
30059,"Meagher County, Montana",0.452
55025,"Dane County, Wisconsin",0.439
48077,"Clay County, Texas",0.385
26139,"Ottawa County, Michigan",0.414
48281,"Lampasas County, Texas",0.435
51740,"Portsmouth city, Virginia",0.404
53031,"Jefferson County, Washington",0.446
26041,"Delta County, Michigan",0.412
32027,"Pershing County, Nevada",0.379
10003,"New Castle County, Delaware",0.441
16041,"Franklin County, Idaho",0.394
24015,"Cecil County, Maryland",0.403
27145,"Stearns County, Minnesota",0.424
51149,"Prince George County, Virginia",0.367
06099,"Stanislaus County, California",0.441
40075,"Kiowa County, Oklahoma",0.462
48495,"Winkler County, Texas",0.431
21105,"Hickman County, Kentucky",0.45
56009,"Converse County, Wyoming",0.403
06061,"Placer County, California",0.422
42097,"Northumberland County, Pennsylvania",0.42
48019,"Bandera County, Texas",0.452
33013,"Merrimack County, New Hampshire",0.417
08017,"Cheyenne County, Colorado",0.397
48299,"Llano County, Texas",0.48
53057,"Skagit County, Washington",0.42
47151,"Scott County, Tennessee",0.423
19151,"Pocahontas County, Iowa",0.386
47055,"Giles County, Tennessee",0.454
55063,"La Crosse County, Wisconsin",0.425
48133,"Eastland County, Texas",0.451
05065,"Izard County, Arkansas",0.431
17033,"Crawford County, Illinois",0.406
37049,"Craven County, North Carolina",0.445
50009,"Essex County, Vermont",0.408
08111,"San Juan County, Colorado",0.313
12027,"DeSoto County, Florida",0.422
29093,"Iron County, Missouri",0.443
13089,"DeKalb County, Georgia",0.472
17123,"Marshall County, Illinois",0.4
13315,"Wilcox County, Georgia",0.452
48357,"Ochiltree County, Texas",0.423
50023,"Washington County, Vermont",0.418
13161,"Jeff Davis County, Georgia",0.406
40133,"Seminole County, Oklahoma",0.453
51017,"Bath County, Virginia",0.326
72081,"Lares Municipio, Puerto Rico",0.537
01117,"Shelby County, Alabama",0.434
05115,"Pope County, Arkansas",0.434
29221,"Washington County, Missouri",0.434
24001,"Allegany County, Maryland",0.446
37015,"Bertie County, North Carolina",0.48
48377,"Presidio County, Texas",0.473
23027,"Waldo County, Maine",0.421
54077,"Preston County, West Virginia",0.404
47049,"Fentress County, Tennessee",0.487
47141,"Putnam County, Tennessee",0.478
46095,"Mellette County, South Dakota",0.461
31175,"Valley County, Nebraska",0.421
25027,"Worcester County, Massachusetts",0.433
45089,"Williamsburg County, South Carolina",0.471
51003,"Albemarle County, Virginia",0.48
08043,"Fremont County, Colorado",0.448
17061,"Greene County, Illinois",0.435
30017,"Custer County, Montana",0.417
46009,"Bon Homme County, South Dakota",0.426
34009,"Cape May County, New Jersey",0.454
31061,"Franklin County, Nebraska",0.408
48223,"Hopkins County, Texas",0.433
51061,"Fauquier County, Virginia",0.43
16043,"Fremont County, Idaho",0.381
02282,"Yakutat City and Borough, Alaska",0.377
55061,"Kewaunee County, Wisconsin",0.381
28161,"Yalobusha County, Mississippi",0.465
18139,"Rush County, Indiana",0.382
51700,"Newport News city, Virginia",0.414
17149,"Pike County, Illinois",0.4
31117,"McPherson County, Nebraska",0.311
48233,"Hutchinson County, Texas",0.419
17099,"LaSalle County, Illinois",0.409
40127,"Pushmataha County, Oklahoma",0.445
72053,"Fajardo Municipio, Puerto Rico",0.475
21109,"Jackson County, Kentucky",0.493
40063,"Hughes County, Oklahoma",0.462
31135,"Perkins County, Nebraska",0.351
17023,"Clark County, Illinois",0.431
47095,"Lake County, Tennessee",0.483
29167,"Polk County, Missouri",0.431
37059,"Davie County, North Carolina",0.43
51107,"Loudoun County, Virginia",0.367
37073,"Gates County, North Carolina",0.422
04007,"Gila County, Arizona",0.433
06009,"Calaveras County, California",0.412
40125,"Pottawatomie County, Oklahoma",0.432
29186,"Ste. Genevieve County, Missouri",0.378
35061,"Valencia County, New Mexico",0.43
48267,"Kimble County, Texas",0.447
18079,"Jennings County, Indiana",0.364
21047,"Christian County, Kentucky",0.424
42065,"Jefferson County, Pennsylvania",0.432
37117,"Martin County, North Carolina",0.446
29005,"Atchison County, Missouri",0.44
29021,"Buchanan County, Missouri",0.433
30103,"Treasure County, Montana",0.38
18179,"Wells County, Indiana",0.393
04021,"Pinal County, Arizona",0.396
22021,"Caldwell Parish, Louisiana",0.497
26157,"Tuscola County, Michigan",0.39
20053,"Ellsworth County, Kansas",0.403
42091,"Montgomery County, Pennsylvania",0.454
47157,"Shelby County, Tennessee",0.495
27045,"Fillmore County, Minnesota",0.412
08013,"Boulder County, Colorado",0.483
24021,"Frederick County, Maryland",0.376
55083,"Oconto County, Wisconsin",0.409
18165,"Vermillion County, Indiana",0.444
48333,"Mills County, Texas",0.454
13063,"Clayton County, Georgia",0.393
17093,"Kendall County, Illinois",0.332
21101,"Henderson County, Kentucky",0.437
18027,"Daviess County, Indiana",0.396
37125,"Moore County, North Carolina",0.444
54049,"Marion County, West Virginia",0.437
26047,"Emmet County, Michigan",0.461
17075,"Iroquois County, Illinois",0.397
46121,"Todd County, South Dakota",0.498
38057,"Mercer County, North Dakota",0.409
49031,"Piute County, Utah",0.394
20141,"Osborne County, Kansas",0.479
26129,"Ogemaw County, Michigan",0.434
05129,"Searcy County, Arkansas",0.436
25021,"Norfolk County, Massachusetts",0.47
39143,"Sandusky County, Ohio",0.375
46031,"Corson County, South Dakota",0.509
53023,"Garfield County, Washington",0.407
13153,"Houston County, Georgia",0.407
46129,"Walworth County, South Dakota",0.488
48273,"Kleberg County, Texas",0.493
48097,"Cooke County, Texas",0.438
20025,"Clark County, Kansas",0.457
24013,"Carroll County, Maryland",0.386
39009,"Athens County, Ohio",0.492
49013,"Duchesne County, Utah",0.402
36019,"Clinton County, New York",0.419
48413,"Schleicher County, Texas",0.401
48507,"Zavala County, Texas",0.482
17141,"Ogle County, Illinois",0.376
29229,"Wright County, Missouri",0.461
13169,"Jones County, Georgia",0.406
13215,"Muscogee County, Georgia",0.472
13233,"Polk County, Georgia",0.433
72139,"Trujillo Alto Municipio, Puerto Rico",0.493
08067,"La Plata County, Colorado",0.419
16047,"Gooding County, Idaho",0.413
40101,"Muskogee County, Oklahoma",0.445
19039,"Clarke County, Iowa",0.436
20083,"Hodgeman County, Kansas",0.394
17163,"St. Clair County, Illinois",0.442
22045,"Iberia Parish, Louisiana",0.459
46113,"Shannon County, South Dakota",0.446
36095,"Schoharie County, New York",0.408
48363,"Palo Pinto County, Texas",0.456
12069,"Lake County, Florida",0.431
30089,"Sanders County, Montana",0.422
72151,"Yabucoa Municipio, Puerto Rico",0.458
38061,"Mountrail County, North Dakota",0.424
47173,"Union County, Tennessee",0.433
06007,"Butte County, California",0.449
20131,"Nemaha County, Kansas",0.422
39063,"Hancock County, Ohio",0.42
39139,"Richland County, Ohio",0.407
05135,"Sharp County, Arkansas",0.427
36033,"Franklin County, New York",0.42
18173,"Warrick County, Indiana",0.435
21023,"Bracken County, Kentucky",0.424
30015,"Chouteau County, Montana",0.425
17115,"Macon County, Illinois",0.452
23015,"Lincoln County, Maine",0.442
30023,"Deer Lodge County, Montana",0.426
37001,"Alamance County, North Carolina",0.435
48227,"Howard County, Texas",0.437
72079,"Lajas Municipio, Puerto Rico",0.468
13157,"Jackson County, Georgia",0.41
13125,"Glascock County, Georgia",0.412
46063,"Harding County, South Dakota",0.442
37025,"Cabarrus County, North Carolina",0.432
12067,"Lafayette County, Florida",0.38
48401,"Rusk County, Texas",0.462
48041,"Brazos County, Texas",0.529
19009,"Audubon County, Iowa",0.428
22075,"Plaquemines Parish, Louisiana",0.411
29067,"Douglas County, Missouri",0.423
51730,"Petersburg city, Virginia",0.415
05001,"Arkansas County, Arkansas",0.467
13243,"Randolph County, Georgia",0.558
48145,"Falls County, Texas",0.433
05075,"Lawrence County, Arkansas",0.427
39093,"Lorain County, Ohio",0.423
32021,"Mineral County, Nevada",0.486
48397,"Rockwall County, Texas",0.393
48021,"Bastrop County, Texas",0.407
48393,"Roberts County, Texas",0.468
15007,"Kauai County, Hawaii",0.422
31107,"Knox County, Nebraska",0.414
72037,"Ceiba Municipio, Puerto Rico",0.463
53019,"Ferry County, Washington",0.45
13023,"Bleckley County, Georgia",0.491
36063,"Niagara County, New York",0.427
27093,"Meeker County, Minnesota",0.381
16085,"Valley County, Idaho",0.396
27033,"Cottonwood County, Minnesota",0.455
01099,"Monroe County, Alabama",0.483
51005,"Alleghany County, Virginia",0.395
26089,"Leelanau County, Michigan",0.451
33001,"Belknap County, New Hampshire",0.415
38023,"Divide County, North Dakota",0.449
48319,"Mason County, Texas",0.471
47133,"Overton County, Tennessee",0.425
12041,"Gilchrist County, Florida",0.435
26023,"Branch County, Michigan",0.409
48463,"Uvalde County, Texas",0.491
29133,"Mississippi County, Missouri",0.459
39039,"Defiance County, Ohio",0.402
16029,"Caribou County, Idaho",0.362
02220,"Sitka City and Borough, Alaska",0.386
05051,"Garland County, Arkansas",0.47
48243,"Jeff Davis County, Texas",0.407
12029,"Dixie County, Florida",0.41
21221,"Trigg County, Kentucky",0.465
26029,"Charlevoix County, Michigan",0.462
36013,"Chautauqua County, New York",0.427
13149,"Heard County, Georgia",0.399
30093,"Silver Bow County, Montana",0.413
13121,"Fulton County, Georgia",0.529
23029,"Washington County, Maine",0.424
12045,"Gulf County, Florida",0.419
20199,"Wallace County, Kansas",0.4
31109,"Lancaster County, Nebraska",0.434
42133,"York County, Pennsylvania",0.399
01131,"Wilcox County, Alabama",0.501
27063,"Jackson County, Minnesota",0.413
08001,"Adams County, Colorado",0.403
13091,"Dodge County, Georgia",0.464
72129,"San Lorenzo Municipio, Puerto Rico",0.48
48271,"Kinney County, Texas",0.452
24043,"Washington County, Maryland",0.427
39165,"Warren County, Ohio",0.404
05033,"Crawford County, Arkansas",0.406
39049,"Franklin County, Ohio",0.46
21063,"Elliott County, Kentucky",0.496
47117,"Marshall County, Tennessee",0.414
39011,"Auglaize County, Ohio",0.405
33003,"Carroll County, New Hampshire",0.443
18105,"Monroe County, Indiana",0.503
48443,"Terrell County, Texas",0.385
06081,"San Mateo County, California",0.467
12127,"Volusia County, Florida",0.451
54039,"Kanawha County, West Virginia",0.46
48121,"Denton County, Texas",0.422
48173,"Glasscock County, Texas",0.4
20071,"Greeley County, Kansas",0.476
24019,"Dorchester County, Maryland",0.45
27043,"Faribault County, Minnesota",0.417
40091,"McIntosh County, Oklahoma",0.42
30037,"Golden Valley County, Montana",0.413
37091,"Hertford County, North Carolina",0.473
38059,"Morton County, North Dakota",0.398
01017,"Chambers County, Alabama",0.425
26031,"Cheboygan County, Michigan",0.454
36079,"Putnam County, New York",0.407
48325,"Medina County, Texas",0.422
17041,"Douglas County, Illinois",0.381
01013,"Butler County, Alabama",0.463
01111,"Randolph County, Alabama",0.489
22105,"Tangipahoa Parish, Louisiana",0.473
36089,"St. Lawrence County, New York",0.417
51099,"King George County, Virginia",0.371
05045,"Faulkner County, Arkansas",0.45
21005,"Anderson County, Kentucky",0.376
48165,"Gaines County, Texas",0.511
55051,"Iron County, Wisconsin",0.408
01035,"Conecuh County, Alabama",0.484
23003,"Aroostook County, Maine",0.425
20087,"Jefferson County, Kansas",0.368
27117,"Pipestone County, Minnesota",0.434
21003,"Allen County, Kentucky",0.42
22033,"East Baton Rouge Parish, Louisiana",0.49
34005,"Burlington County, New Jersey",0.405
35019,"Guadalupe County, New Mexico",0.431
20103,"Leavenworth County, Kansas",0.397
36041,"Hamilton County, New York",0.419
31179,"Wayne County, Nebraska",0.388
39047,"Fayette County, Ohio",0.412
19181,"Warren County, Iowa",0.405
22047,"Iberville Parish, Louisiana",0.476
40001,"Adair County, Oklahoma",0.444
17195,"Whiteside County, Illinois",0.411
21081,"Grant County, Kentucky",0.424
51660,"Harrisonburg city, Virginia",0.483
18115,"Ohio County, Indiana",0.398
22003,"Allen Parish, Louisiana",0.434
26059,"Hillsdale County, Michigan",0.404
42085,"Mercer County, Pennsylvania",0.422
36113,"Warren County, New York",0.416
42067,"Juniata County, Pennsylvania",0.389
36039,"Greene County, New York",0.431
13071,"Colquitt County, Georgia",0.458
30007,"Broadwater County, Montana",0.363
08061,"Kiowa County, Colorado",0.433
13223,"Paulding County, Georgia",0.347
42077,"Lehigh County, Pennsylvania",0.438
12077,"Liberty County, Florida",0.452
12115,"Sarasota County, Florida",0.483
48215,"Hidalgo County, Texas",0.491
54065,"Morgan County, West Virginia",0.418
53017,"Douglas County, Washington",0.399
13073,"Columbia County, Georgia",0.411
30067,"Park County, Montana",0.456
38091,"Steele County, North Dakota",0.453
18167,"Vigo County, Indiana",0.452
55019,"Clark County, Wisconsin",0.411
45071,"Newberry County, South Carolina",0.445
30021,"Dawson County, Montana",0.392
19061,"Dubuque County, Iowa",0.426
42069,"Lackawanna County, Pennsylvania",0.452
53007,"Chelan County, Washington",0.432
40145,"Wagoner County, Oklahoma",0.391
38105,"Williams County, North Dakota",0.41
06015,"Del Norte County, California",0.448
31111,"Lincoln County, Nebraska",0.433
51047,"Culpeper County, Virginia",0.389
55093,"Pierce County, Wisconsin",0.395
55133,"Waukesha County, Wisconsin",0.417
05009,"Boone County, Arkansas",0.451
41009,"Columbia County, Oregon",0.38
38055,"McLean County, North Dakota",0.402
29105,"Laclede County, Missouri",0.443
47057,"Grainger County, Tennessee",0.446
46051,"Grant County, South Dakota",0.388
27127,"Redwood County, Minnesota",0.428
20185,"Stafford County, Kansas",0.433
22029,"Concordia Parish, Louisiana",0.478
21123,"Larue County, Kentucky",0.427
48157,"Fort Bend County, Texas",0.425
27037,"Dakota County, Minnesota",0.395
48477,"Washington County, Texas",0.512
17065,"Hamilton County, Illinois",0.458
33015,"Rockingham County, New Hampshire",0.404
37131,"Northampton County, North Carolina",0.445
54067,"Nicholas County, West Virginia",0.445
13205,"Mitchell County, Georgia",0.44
04001,"Apache County, Arizona",0.488
31065,"Furnas County, Nebraska",0.429
13217,"Newton County, Georgia",0.395
35013,"Do?a Ana County, New Mexico",0.461
36031,"Essex County, New York",0.422
55113,"Sawyer County, Wisconsin",0.463
21057,"Cumberland County, Kentucky",0.419
26149,"St. Joseph County, Michigan",0.405
06039,"Madera County, California",0.441
26097,"Mackinac County, Michigan",0.409
28005,"Amite County, Mississippi",0.5
48205,"Hartley County, Texas",0.437
72093,"Maricao Municipio, Puerto Rico",0.507
